Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country/Region,City,State,Postal Code,Region,Category,Sub-Category,Product Name,Product ID,Sales,Quantity,Discount,Profit,Cost of Sale,RegionManager,Returned
4409,US-2018-154879,2018-05-06,2018-05-11,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Los Angeles,California,90004,West,Office Supplies,Labels,Staple-on labels,OFF-LA-10004425,5.78,2,0,2.7166,8.8434,Sadie Pawthorne,FALSE
4410,US-2018-154879,2018-05-06,2018-05-11,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Los Angeles,California,90004,West,Office Supplies,Art,Model L Table or Wall-Mount Pencil Sharpener,OFF-AR-10001897,107.94,6,0,30.2232,617.4168,Sadie Pawthorne,FALSE
4411,CA-2018-130624,2018-06-21,2018-06-24,First Class,TB-21280,Toby Braunhardt,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",OFF-PA-10003883,19.65,3,0,9.039,49.911,Chuck Magee,FALSE
4412,CA-2018-130624,2018-06-21,2018-06-24,First Class,TB-21280,Toby Braunhardt,Consumer,United States,New York City,New York,10024,East,Technology,Phones,GE 2-Jack Phone Line Splitter,TEC-PH-10003963,617.97,3,0,160.6722,1693.2378,Chuck Magee,FALSE
4413,CA-2018-130624,2018-06-21,2018-06-24,First Class,TB-21280,Toby Braunhardt,Consumer,United States,New York City,New York,10024,East,Office Supplies,Appliances,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",OFF-AP-10001303,59.7,3,0,26.865,152.235,Chuck Magee,FALSE
4414,CA-2021-132339,2021-08-19,2021-08-23,Standard Class,JB-15400,Jennifer Braxton,Corporate,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Binders,Fellowes PB300 Plastic Comb Binding Machine,OFF-BI-10003925,387.99,1,0,182.3553,205.6347,Chuck Magee,FALSE
4415,CA-2018-153983,2018-11-29,2018-12-06,Standard Class,AH-10210,Alan Hwang,Consumer,United States,San Francisco,California,94122,West,Technology,Phones,Wilson SignalBoost 841262 DB PRO Amplifier Kit,TEC-PH-10004586,575.92,2,0.2,71.99,1079.85,Sadie Pawthorne,FALSE
4416,CA-2018-153983,2018-11-29,2018-12-06,Standard Class,AH-10210,Alan Hwang,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Fasteners,Staples,OFF-FA-10003495,30.4,5,0,15.2,136.8,Sadie Pawthorne,FALSE
4417,CA-2021-112900,2021-04-09,2021-04-12,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Detroit,Michigan,48205,Central,Office Supplies,Binders,GBC Recycled Regency Composition Covers,OFF-BI-10002867,478.24,8,0,219.9904,3605.9296,Roxanne Rodriguez,FALSE
4418,CA-2018-160157,2018-12-20,2018-12-27,Standard Class,MH-17455,Mark Hamilton,Consumer,United States,Hamilton,Ohio,45011,East,Furniture,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,FUR-FU-10003773,190.848,3,0.2,-21.4704,594.0144,Chuck Magee,FALSE
4419,CA-2018-139633,2018-12-17,2018-12-24,Standard Class,EC-14050,Erin Creighton,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,OFF-BI-10002954,5.484,4,0.7,-4.0216,25.9576,Chuck Magee,FALSE
4420,CA-2019-163090,2019-11-17,2019-11-21,Second Class,GH-14665,Greg Hansen,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Supplies,Acme Box Cutter Scissors,OFF-SU-10002537,40.92,5,0.2,3.069,201.531,Roxanne Rodriguez,FALSE
4421,CA-2018-117016,2018-03-04,2018-03-09,Standard Class,SC-20095,Sanjit Chand,Consumer,United States,Margate,Florida,33063,South,Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip",OFF-AR-10001374,15.552,3,0.2,2.3328,44.3232,Fred Suzuki,FALSE
4422,CA-2021-159464,2021-05-18,2021-05-19,First Class,TB-21355,Todd Boyes,Corporate,United States,Sandy Springs,Georgia,30328,South,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",OFF-AP-10001492,17.24,2,0,4.4824,29.9976,Fred Suzuki,FALSE
4423,CA-2021-159464,2021-05-18,2021-05-19,First Class,TB-21355,Todd Boyes,Corporate,United States,Sandy Springs,Georgia,30328,South,Furniture,Bookcases,Hon 4-Shelf Metal Bookcases,FUR-BO-10003546,302.94,3,0,75.735,833.085,Fred Suzuki,FALSE
4424,CA-2021-159464,2021-05-18,2021-05-19,First Class,TB-21355,Todd Boyes,Corporate,United States,Sandy Springs,Georgia,30328,South,Technology,Phones,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,TEC-PH-10002185,34.75,5,0,15.6375,158.1125,Fred Suzuki,FALSE
4425,CA-2021-159464,2021-05-18,2021-05-19,First Class,TB-21355,Todd Boyes,Corporate,United States,Sandy Springs,Georgia,30328,South,Office Supplies,Binders,Poly Designer Cover & Back,OFF-BI-10000315,113.94,6,0,54.6912,628.9488,Fred Suzuki,FALSE
4426,CA-2021-159464,2021-05-18,2021-05-19,First Class,TB-21355,Todd Boyes,Corporate,United States,Sandy Springs,Georgia,30328,South,Technology,Phones,Apple EarPods with Remote and Mic,TEC-PH-10002350,55.98,2,0,15.6744,96.2856,Fred Suzuki,FALSE
4427,US-2021-103226,2021-09-22,2021-09-28,Standard Class,DW-13195,David Wiener,Corporate,United States,Albuquerque,New Mexico,87105,West,Office Supplies,Paper,Southworth 25% Cotton Linen-Finish Paper & Envelopes,OFF-PA-10002666,27.18,3,0,12.231,69.309,Sadie Pawthorne,FALSE
4428,CA-2021-119452,2021-03-21,2021-03-27,Standard Class,CL-12565,Clay Ludtke,Consumer,United States,Tulsa,Oklahoma,74133,Central,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black",FUR-CH-10004495,1805.88,6,0,523.7052,10311.5748,Roxanne Rodriguez,FALSE
4429,CA-2021-147725,2021-09-14,2021-09-14,Same Day,LT-17110,Liz Thompson,Consumer,United States,Orange,New Jersey,7050,East,Office Supplies,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners,OFF-AR-10001725,70.95,3,0,18.447,194.403,Chuck Magee,FALSE
4430,CA-2020-168893,2020-11-03,2020-11-08,Second Class,AP-10915,Arthur Prichep,Consumer,United States,Henderson,Kentucky,42420,South,Office Supplies,Fasteners,Advantus Plastic Paper Clips,OFF-FA-10002280,20,4,0,9.6,70.4,Fred Suzuki,FALSE
4431,CA-2020-168893,2020-11-03,2020-11-08,Second Class,AP-10915,Arthur Prichep,Consumer,United States,Henderson,Kentucky,42420,South,Office Supplies,Art,Economy #2 Pencils,OFF-AR-10001770,7.98,3,0,2.0748,21.8652,Fred Suzuki,FALSE
4432,CA-2020-168893,2020-11-03,2020-11-08,Second Class,AP-10915,Arthur Prichep,Consumer,United States,Henderson,Kentucky,42420,South,Furniture,Furnishings,Magna Visual Magnetic Picture Hangers,FUR-FU-10002885,24.1,5,0,9.158,111.342,Fred Suzuki,FALSE
4433,CA-2020-168893,2020-11-03,2020-11-08,Second Class,AP-10915,Arthur Prichep,Consumer,United States,Henderson,Kentucky,42420,South,Office Supplies,Art,Boston 16750 Black Compact Battery Pencil Sharpener,OFF-AR-10003772,8.75,1,0,2.625,6.125,Fred Suzuki,FALSE
4434,CA-2020-168893,2020-11-03,2020-11-08,Second Class,AP-10915,Arthur Prichep,Consumer,United States,Henderson,Kentucky,42420,South,Furniture,Tables,Global Adaptabilities Conference Tables,FUR-TA-10003392,842.94,3,0,160.1586,2368.6614,Fred Suzuki,FALSE
4435,CA-2020-163398,2020-05-03,2020-05-08,Standard Class,CB-12415,Christy Brittain,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,OFF-BI-10000014,2.182,1,0.8,-3.6003,5.7823,Roxanne Rodriguez,FALSE
4436,CA-2020-163398,2020-05-03,2020-05-08,Standard Class,CB-12415,Christy Brittain,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Art,Newell 316,OFF-AR-10003217,27.384,7,0.2,2.7384,188.9496,Roxanne Rodriguez,FALSE
4437,CA-2020-163398,2020-05-03,2020-05-08,Standard Class,CB-12415,Christy Brittain,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Appliances,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,OFF-AP-10002403,26.406,3,0.8,-71.2962,150.5142,Roxanne Rodriguez,FALSE
4438,CA-2020-162726,2020-12-27,2021-01-02,Standard Class,MT-17815,Meg Tillman,Consumer,United States,Port Arthur,Texas,77642,Central,Office Supplies,Paper,Xerox 214,OFF-PA-10001972,10.368,2,0.2,3.6288,17.1072,Roxanne Rodriguez,FALSE
4439,CA-2020-162726,2020-12-27,2021-01-02,Standard Class,MT-17815,Meg Tillman,Consumer,United States,Port Arthur,Texas,77642,Central,Office Supplies,Paper,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",OFF-PA-10004041,23.68,4,0.2,7.4,87.32,Roxanne Rodriguez,FALSE
4440,US-2020-111290,2020-07-22,2020-07-26,Standard Class,DK-13375,Dennis Kane,Consumer,United States,Westland,Michigan,48185,Central,Technology,Accessories,Plantronics Audio 995 Wireless Stereo Headset,TEC-AC-10004975,109.95,1,0,36.2835,73.6665,Roxanne Rodriguez,FALSE
4441,US-2020-111290,2020-07-22,2020-07-26,Standard Class,DK-13375,Dennis Kane,Consumer,United States,Westland,Michigan,48185,Central,Office Supplies,Storage,Fellowes Staxonsteel Drawer Files,OFF-ST-10001932,965.85,5,0,135.219,4694.031,Roxanne Rodriguez,FALSE
4442,US-2020-111290,2020-07-22,2020-07-26,Standard Class,DK-13375,Dennis Kane,Consumer,United States,Westland,Michigan,48185,Central,Office Supplies,Art,Avery Hi-Liter Smear-Safe Highlighters,OFF-AR-10001761,29.2,5,0,10.512,135.488,Roxanne Rodriguez,FALSE
4443,US-2020-111290,2020-07-22,2020-07-26,Standard Class,DK-13375,Dennis Kane,Consumer,United States,Westland,Michigan,48185,Central,Office Supplies,Paper,Xerox 192,OFF-PA-10002262,32.4,5,0,15.552,146.448,Roxanne Rodriguez,FALSE
4444,US-2018-147704,2018-11-16,2018-11-21,Standard Class,SR-20740,Steven Roelle,Home Office,United States,Bloomington,Indiana,47401,Central,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",OFF-EN-10004483,78.35,5,0,36.8245,354.9255,Roxanne Rodriguez,FALSE
4445,US-2018-147704,2018-11-16,2018-11-21,Standard Class,SR-20740,Steven Roelle,Home Office,United States,Bloomington,Indiana,47401,Central,Office Supplies,Paper,Xerox 1954,OFF-PA-10003270,31.68,6,0,14.256,175.824,Roxanne Rodriguez,FALSE
4446,US-2018-147704,2018-11-16,2018-11-21,Standard Class,SR-20740,Steven Roelle,Home Office,United States,Bloomington,Indiana,47401,Central,Office Supplies,Binders,Wilson Jones Active Use Binders,OFF-BI-10001634,29.12,4,0,14.2688,102.2112,Roxanne Rodriguez,FALSE
4447,US-2018-147704,2018-11-16,2018-11-21,Standard Class,SR-20740,Steven Roelle,Home Office,United States,Bloomington,Indiana,47401,Central,Office Supplies,Storage,"File Shuttle II and Handi-File, Black",OFF-ST-10000675,169.45,5,0,42.3625,804.8875,Roxanne Rodriguez,FALSE
4448,CA-2019-121965,2019-06-19,2019-06-23,Standard Class,LH-17155,Logan Haushalter,Consumer,United States,Los Angeles,California,90032,West,Furniture,Furnishings,Eldon 200 Class Desk Accessories,FUR-FU-10000732,12.56,2,0,4.0192,21.1008,Sadie Pawthorne,FALSE
4449,CA-2019-121965,2019-06-19,2019-06-23,Standard Class,LH-17155,Logan Haushalter,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Paper,Xerox 231,OFF-PA-10004355,6.48,1,0,3.1104,3.3696,Sadie Pawthorne,FALSE
4450,CA-2019-121965,2019-06-19,2019-06-23,Standard Class,LH-17155,Logan Haushalter,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,OFF-EN-10000056,186.69,3,0,87.7443,472.3257,Sadie Pawthorne,FALSE
4451,CA-2020-147137,2020-07-04,2020-07-06,First Class,AA-10645,Anna Andreadi,Consumer,United States,San Francisco,California,94109,West,Furniture,Furnishings,"Master Caster Door Stop, Brown",FUR-FU-10000221,25.4,5,0,8.636,118.364,Sadie Pawthorne,FALSE
4452,CA-2020-147137,2020-07-04,2020-07-06,First Class,AA-10645,Anna Andreadi,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Envelopes,"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box",OFF-EN-10003567,43.96,2,0,20.6612,67.2588,Sadie Pawthorne,FALSE
4453,CA-2020-147137,2020-07-04,2020-07-06,First Class,AA-10645,Anna Andreadi,Consumer,United States,San Francisco,California,94109,West,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",FUR-BO-10001811,1279.165,5,0.15,225.735,6170.09,Sadie Pawthorne,FALSE
4454,CA-2020-147137,2020-07-04,2020-07-06,First Class,AA-10645,Anna Andreadi,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,OFF-ST-10002486,27.92,4,0,0.5584,111.1216,Sadie Pawthorne,FALSE
4455,US-2019-146745,2019-09-03,2019-09-08,Standard Class,AS-10630,Ann Steele,Home Office,United States,San Francisco,California,94110,West,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,FUR-CH-10002372,129.568,2,0.2,-12.9568,272.0928,Sadie Pawthorne,FALSE
4456,US-2019-146745,2019-09-03,2019-09-08,Standard Class,AS-10630,Ann Steele,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",OFF-BI-10003274,6.368,2,0.2,2.1492,10.5868,Sadie Pawthorne,FALSE
4457,CA-2021-115175,2021-08-07,2021-08-12,Standard Class,MC-17575,Matt Collins,Consumer,United States,San Jose,California,95123,West,Office Supplies,Paper,Xerox 1891,OFF-PA-10001878,244.55,5,0,114.9385,1107.8115,Sadie Pawthorne,FALSE
4458,CA-2021-105851,2021-03-13,2021-03-20,Standard Class,SE-20110,Sanjit Engle,Consumer,United States,Denver,Colorado,80219,West,Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener,OFF-SU-10002881,1332.496,2,0.2,-299.8116,2964.8036,Sadie Pawthorne,FALSE
4459,US-2021-125717,2021-09-28,2021-10-01,First Class,DS-13030,Darrin Sayre,Home Office,United States,Aurora,Colorado,80013,West,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp,FUR-FU-10001979,32.776,1,0.2,3.2776,29.4984,Sadie Pawthorne,FALSE
4460,US-2021-125717,2021-09-28,2021-10-01,First Class,DS-13030,Darrin Sayre,Home Office,United States,Aurora,Colorado,80013,West,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",OFF-ST-10001522,147.184,2,0.2,-29.4368,323.8048,Sadie Pawthorne,FALSE
4461,US-2021-125717,2021-09-28,2021-10-01,First Class,DS-13030,Darrin Sayre,Home Office,United States,Aurora,Colorado,80013,West,Technology,Accessories,Lenovo 17-Key USB Numeric Keypad,TEC-AC-10003657,54.384,2,0.2,1.3596,107.4084,Sadie Pawthorne,FALSE
4462,US-2021-125717,2021-09-28,2021-10-01,First Class,DS-13030,Darrin Sayre,Home Office,United States,Aurora,Colorado,80013,West,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,OFF-BI-10001718,76.776,4,0.7,-58.8616,365.9656,Sadie Pawthorne,FALSE
4463,US-2021-125717,2021-09-28,2021-10-01,First Class,DS-13030,Darrin Sayre,Home Office,United States,Aurora,Colorado,80013,West,Office Supplies,Paper,Xerox 1992,OFF-PA-10004998,14.352,3,0.2,5.2026,37.8534,Sadie Pawthorne,FALSE
4464,US-2021-125717,2021-09-28,2021-10-01,First Class,DS-13030,Darrin Sayre,Home Office,United States,Aurora,Colorado,80013,West,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,OFF-AP-10000891,209.792,2,0.2,26.224,393.36,Sadie Pawthorne,FALSE
4465,CA-2019-163895,2019-08-07,2019-08-11,Standard Class,NS-18640,Noel Staavos,Corporate,United States,Boise,Idaho,83704,West,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",OFF-BI-10004970,3.304,1,0.2,1.1151,2.1889,Sadie Pawthorne,FALSE
4466,CA-2021-168641,2021-11-24,2021-12-01,Standard Class,KA-16525,Kelly Andreada,Consumer,United States,New York City,New York,10035,East,Office Supplies,Art,"Crayola Anti Dust Chalk, 12/Pack",OFF-AR-10003759,16.38,9,0,7.371,140.049,Chuck Magee,FALSE
4467,CA-2021-168641,2021-11-24,2021-12-01,Standard Class,KA-16525,Kelly Andreada,Consumer,United States,New York City,New York,10035,East,Office Supplies,Envelopes,Ames Color-File Green Diamond Border X-ray Mailers,OFF-EN-10003001,167.96,2,0,78.9412,256.9788,Chuck Magee,FALSE
4468,CA-2021-168641,2021-11-24,2021-12-01,Standard Class,KA-16525,Kelly Andreada,Consumer,United States,New York City,New York,10035,East,Furniture,Bookcases,O'Sullivan Plantations 2-Door Library in Landvery Oak,FUR-BO-10000780,321.568,2,0.2,-16.0784,659.2144,Chuck Magee,FALSE
4469,CA-2021-168641,2021-11-24,2021-12-01,Standard Class,KA-16525,Kelly Andreada,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,Xerox 214,OFF-PA-10001972,12.96,2,0,6.2208,19.6992,Chuck Magee,FALSE
4470,CA-2021-156895,2021-05-08,2021-05-12,Standard Class,DJ-13510,Don Jones,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Chairs,"Global Armless Task Chair, Royal Blue",FUR-CH-10003535,128.058,3,0.3,-23.7822,407.9562,Chuck Magee,FALSE
4471,CA-2021-121300,2021-09-29,2021-09-29,Same Day,MG-17680,Maureen Gastineau,Home Office,United States,Mentor,Ohio,44060,East,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",FUR-CH-10003774,63.686,1,0.3,-15.4666,79.1526,Chuck Magee,FALSE
4472,CA-2021-121300,2021-09-29,2021-09-29,Same Day,MG-17680,Maureen Gastineau,Home Office,United States,Mentor,Ohio,44060,East,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,TEC-AC-10004571,239.976,3,0.2,65.9934,653.9346,Chuck Magee,FALSE
4473,CA-2021-121300,2021-09-29,2021-09-29,Same Day,MG-17680,Maureen Gastineau,Home Office,United States,Mentor,Ohio,44060,East,Furniture,Tables,Riverside Furniture Stanwyck Manor Table Series,FUR-TA-10004442,344.22,2,0.4,-189.321,877.761,Chuck Magee,FALSE
4474,CA-2021-121300,2021-09-29,2021-09-29,Same Day,MG-17680,Maureen Gastineau,Home Office,United States,Mentor,Ohio,44060,East,Office Supplies,Paper,Xerox 227,OFF-PA-10002787,15.552,3,0.2,5.4432,41.2128,Chuck Magee,FALSE
4475,CA-2021-121300,2021-09-29,2021-09-29,Same Day,MG-17680,Maureen Gastineau,Home Office,United States,Mentor,Ohio,44060,East,Furniture,Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,FUR-FU-10004586,21.248,4,0.2,7.4368,77.5552,Chuck Magee,FALSE
4476,CA-2021-121300,2021-09-29,2021-09-29,Same Day,MG-17680,Maureen Gastineau,Home Office,United States,Mentor,Ohio,44060,East,Office Supplies,Paper,Xerox 1928,OFF-PA-10002606,8.448,2,0.2,2.64,14.256,Chuck Magee,FALSE
4477,CA-2021-130211,2021-10-22,2021-10-22,Same Day,BD-11620,Brian DeCherney,Consumer,United States,Lawton,Oklahoma,73505,Central,Office Supplies,Storage,Fellowes Recycled Storage Drawers,OFF-ST-10000129,333.09,3,0,23.3163,975.9537,Roxanne Rodriguez,FALSE
4478,CA-2021-130211,2021-10-22,2021-10-22,Same Day,BD-11620,Brian DeCherney,Consumer,United States,Lawton,Oklahoma,73505,Central,Furniture,Tables,Bevis 36 x 72 Conference Tables,FUR-TA-10003748,248.98,2,0,54.7756,443.1844,Roxanne Rodriguez,FALSE
4479,CA-2018-147235,2018-03-24,2018-03-28,Standard Class,CD-11920,Carlos Daly,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,Xerox 190,OFF-PA-10004948,24.9,5,0,11.703,112.797,Chuck Magee,FALSE
4480,CA-2020-109365,2020-11-03,2020-11-08,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Fasteners,Stockwell Push Pins,OFF-FA-10001561,15.26,7,0,5.0358,101.7842,Sadie Pawthorne,FALSE
4481,CA-2020-109365,2020-11-03,2020-11-08,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Appliances,Holmes 99% HEPA Air Purifier,OFF-AP-10002998,43.32,2,0,14.2956,72.3444,Sadie Pawthorne,FALSE
4482,CA-2020-109365,2020-11-03,2020-11-08,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",OFF-BI-10003981,43.584,12,0.2,15.7992,507.2088,Sadie Pawthorne,FALSE
4483,CA-2020-109365,2020-11-03,2020-11-08,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Paper,Xerox 1892,OFF-PA-10001725,116.28,3,0,56.9772,291.8628,Sadie Pawthorne,FALSE
4484,CA-2020-109365,2020-11-03,2020-11-08,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,OFF-BI-10002071,9.296,2,0.2,3.0212,15.5708,Sadie Pawthorne,FALSE
4485,CA-2020-109365,2020-11-03,2020-11-08,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Paper,Xerox 22,OFF-PA-10004992,19.44,3,0,9.3312,48.9888,Sadie Pawthorne,FALSE
4486,CA-2020-109365,2020-11-03,2020-11-08,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Paper,Multicolor Computer Printout Paper,OFF-PA-10004359,314.55,3,0,150.984,792.666,Sadie Pawthorne,FALSE
4487,CA-2019-162621,2019-09-05,2019-09-11,Standard Class,CA-12055,Cathy Armstrong,Home Office,United States,Houston,Texas,77036,Central,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",OFF-BI-10000962,16.27,5,0.8,-25.2185,106.5685,Roxanne Rodriguez,FALSE
4488,CA-2019-162621,2019-09-05,2019-09-11,Standard Class,CA-12055,Cathy Armstrong,Home Office,United States,Houston,Texas,77036,Central,Office Supplies,Supplies,Stiletto Hand Letter Openers,OFF-SU-10003567,69.12,9,0.2,-14.688,636.768,Roxanne Rodriguez,FALSE
4489,CA-2019-162621,2019-09-05,2019-09-11,Standard Class,CA-12055,Cathy Armstrong,Home Office,United States,Houston,Texas,77036,Central,Office Supplies,Binders,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",OFF-BI-10003708,4.47,3,0.8,-7.8225,21.2325,Roxanne Rodriguez,FALSE
4490,CA-2021-105921,2021-08-14,2021-08-21,Standard Class,JM-15250,Janet Martin,Consumer,United States,Los Angeles,California,90032,West,Furniture,Tables,Chromcraft Round Conference Tables,FUR-TA-10001095,418.296,3,0.2,5.2287,1249.6593,Sadie Pawthorne,FALSE
4491,CA-2018-150798,2018-12-01,2018-12-03,Second Class,JK-15730,Joe Kamberova,Consumer,United States,Columbus,Ohio,43229,East,Technology,Copiers,Sharp 1540cs Digital Laser Copier,TEC-CO-10001571,659.988,2,0.4,109.998,1209.978,Chuck Magee,FALSE
4492,CA-2018-150798,2018-12-01,2018-12-03,Second Class,JK-15730,Joe Kamberova,Consumer,United States,Columbus,Ohio,43229,East,Furniture,Furnishings,"Master Caster Door Stop, Brown",FUR-FU-10000221,8.128,2,0.2,1.4224,14.8336,Chuck Magee,FALSE
4493,CA-2018-150798,2018-12-01,2018-12-03,Second Class,JK-15730,Joe Kamberova,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Paper,Xerox 214,OFF-PA-10001972,36.288,7,0.2,12.7008,241.3152,Chuck Magee,FALSE
4494,CA-2018-150798,2018-12-01,2018-12-03,Second Class,JK-15730,Joe Kamberova,Consumer,United States,Columbus,Ohio,43229,East,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,FUR-CH-10000015,909.72,6,0.3,-51.984,5510.304,Chuck Magee,FALSE
4495,CA-2021-112753,2021-06-18,2021-06-23,Standard Class,CC-12670,Craig Carreira,Consumer,United States,Los Angeles,California,90032,West,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",FUR-BO-10004015,917.9235,9,0.15,75.5937,8185.7178,Sadie Pawthorne,TRUE
4496,CA-2021-112753,2021-06-18,2021-06-23,Standard Class,CC-12670,Craig Carreira,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Paper,Xerox 1930,OFF-PA-10002036,38.88,6,0,19.0512,214.2288,Sadie Pawthorne,TRUE
4497,CA-2021-155075,2021-12-02,2021-12-09,Standard Class,GW-14605,Giulietta Weimer,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,OFF-BI-10003650,631.176,4,0.7,-462.8624,2987.5664,Chuck Magee,FALSE
4498,CA-2018-103401,2018-11-21,2018-11-26,Standard Class,GR-14560,Georgia Rosenberg,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Paper,Xerox 211,OFF-PA-10003309,12.96,2,0,6.2208,19.6992,Sadie Pawthorne,FALSE
4499,CA-2020-124814,2020-04-10,2020-04-16,Standard Class,FM-14215,Filia McAdams,Corporate,United States,Bakersfield,California,93309,West,Office Supplies,Paper,Xerox 227,OFF-PA-10002787,12.96,2,0,6.2208,19.6992,Sadie Pawthorne,FALSE
4500,CA-2020-124814,2020-04-10,2020-04-16,Standard Class,FM-14215,Filia McAdams,Corporate,United States,Bakersfield,California,93309,West,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",OFF-BI-10000174,23.2,5,0.2,8.12,107.88,Sadie Pawthorne,FALSE
4501,CA-2018-116757,2018-06-30,2018-07-04,Standard Class,MS-17980,Michael Stewart,Corporate,United States,Houston,Texas,77095,Central,Office Supplies,Paper,Xerox 225,OFF-PA-10002005,25.92,5,0.2,9.072,120.528,Roxanne Rodriguez,FALSE
4502,CA-2018-116757,2018-06-30,2018-07-04,Standard Class,MS-17980,Michael Stewart,Corporate,United States,Houston,Texas,77095,Central,Office Supplies,Fasteners,Staples,OFF-FA-10003495,21.312,6,0.2,7.1928,120.6792,Roxanne Rodriguez,FALSE
4503,US-2018-138247,2018-12-24,2018-12-29,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Los Angeles,California,90045,West,Technology,Phones,Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black,TEC-PH-10000213,173.656,7,0.2,17.3656,1198.2264,Sadie Pawthorne,FALSE
